id,label,coordinate,street_side,hidden
1998,1066,899.59494,s,False
1999,2440,743.80324,s,False
2000,1306,860.74154,s,False
2001,1820,795.15348,s,False
2002,1518,820.97107,s,False
2003,1513,821.59992,n,False
2004,3708,659.14662,s,False
2005,4216,629.40612,s,False
2006,1570,812.29885,s,False
2008,1292,863.18862,s,False
2009,1602,809.66490,s,False
2010,4017,639.47000,n,False
2011,1822,794.92087,s,False
2012,4586,580.89746,s,False
2013,3707,659.93130,n,False
2014,2102,773.09511,s,False
2016,1292,863.18862,s,False
2018,3932,644.21168,s,False
2019,1165,884.98565,n,False
2020,1282,865.03854,s,False
2021,1715,801.69913,n,False
2022,1426,838.33977,s,False
2023,1605,809.15913,n,False
2024,1472,830.30426,s,False
2025,3712,658.25550,s,False
2026,1256,869.67547,s,False
2027,3924,644.87925,s,False
2028,4518,589.50053,s,False
2029,4112,635.34678,s,False
2030,1610,808.47663,s,False
2031,2411,745.09391,n,False
2032,4316,621.31947,s,False
2033,1388,845.90371,s,False
2034,1150,888.00101,s,False
2037,1210,877.46757,s,False
2039,1426,838.33977,s,False
2041,1250,870.45213,s,False
2042,2860,711.30598,s,False
2043,1378,848.11801,s,False
2044,4511,589.06657,n,False
2045,1911,787.42522,n,False
2046,4218,628.96818,s,False
2047,1298,862.63619,s,False
2049,3733,656.64870,n,False
2052,4401,605.56801,n,False
2054,2105,774.19837,n,False
2055,1536,816.61992,s,False
2056,1264,868.20380,s,False
2057,4311,622.01000,n,False
2058,1421,842.51065,n,False
2059,3324,683.89987,s,False
2060,1164,886.12460,s,False
2061,2737,725.22717,n,False
2063,1625,806.37913,n,False
2064,3701,660.48630,n,False
2065,1506,823.81118,s,False
2067,3906,647.50800,s,False
2069,1053,900.80565,n,False
2070,4111,635.24000,n,False
2072,2611,734.46217,n,False
2073,3926,644.60399,s,False
2074,1298,862.54632,s,False
2075,3709,659.58130,n,False
2077,1547,815.61913,n,False
2078,1511,821.81842,n,False
2079,4025,639.27084,n,False
2080,3232,688.58978,s,False
2081,2824,716.87059,s,False
2082,1232,873.72493,s,False
2083,1814,796.26830,s,False
2084,3224,690.16781,s,False
2085,2153,766.25880,n,False
2086,2703,730.72148,n,False
2087,1724,799.69914,s,False
2088,2141,768.10022,n,False
2089,2504,739.94613,s,False
2090,4519,588.40094,n,False
2091,2150,764.67397,s,False
2092,3918,645.58624,s,False
2093,1216,876.26183,s,False
2094,4207,630.16089,n,False
2095,3426,677.50746,s,False
2096,1232,873.72493,s,False
2097,3700,660.06498,s,False
2099,3900,647.97878,s,False
2101,4122,633.54419,s,False
2102,1563,813.00913,n,False
2103,3915,645.98870,n,False
2104,1354,852.81763,s,False
2105,4348,617.92672,s,False
2106,4317,621.52500,n,False
2107,1608,808.81973,s,False
2109,4001,641.90870,n,False
2110,1630,805.64007,s,False
2111,4029,638.84004,n,False
2112,2833,716.40674,n,False
2113,1326,857.42261,s,False
2114,3806,653.41654,s,False
2115,1058,900.48669,s,False
2117,2118,770.28555,s,False
2119,4041,637.52500,n,False
2120,2214,756.57366,s,False
2121,3216,691.33436,s,False
2123,4333,619.28233,n,False
2125,3532,669.68683,s,False
2126,1376,848.24694,s,False
2128,2101,774.89522,n,False
2130,1485,827.41413,n,False
2131,3507,672.11605,n,False
2132,1552,813.96713,s,False
2133,1601,809.53913,n,False
2135,2210,756.99462,s,False
2188,4483,592.94500,n,False
2189,4501,590.67000,n,False
2190,4477,593.54609,n,False
2191,4473,594.19609,n,False
2193,4379,609.20000,n,False
2194,4375,611.25000,n,False
2195,3715,658.96130,n,False
2196,3535,667.97478,n,False
2197,3525,669.05978,n,False
2198,3237,687.80652,n,False
2199,2917,708.55348,n,False
2201,2823,717.17217,n,False
2202,2711,729.74217,n,False
2204,2433,742.46217,n,False
2207,1429,837.90565,n,False
2208,1411,843.21565,n,False
2209,1359,852.12565,n,False
2210,1277,866.52065,n,False
2211,1195,880.04565,n,False
2212,867,919.73565,n,False
2213,863,920.33065,n,False
2214,861,920.74565,n,False
2215,859,920.94065,n,False
2216,855,921.06565,n,False
2217,849,921.62065,n,False
2218,821,926.85065,n,False
2219,815,927.92565,n,False
2220,811,928.27565,n,False
2221,807,929.06565,n,False
2222,801,929.99565,n,False
2223,727,932.52565,n,False
2224,621,939.44565,n,False
2225,611,942.48565,n,False
2226,401,957.73565,n,False
2227,307,961.82065,n,False
2229,835,923.61391,n,False
